#=== max path ===
#   filename = 'ILSVRC2012_val_00023642.JPEG'
#   class_label = 376
#	[flattened pos]	[shape]	[name]	[value]
#	 376.0 	 torch.Size([1, 1000]) 	 my_Linear 	 1.437835701195711e-11
#	 3232.0 	 torch.Size([1, 4096]) 	 my_ReLU 	 1.437835701195711e-11
#	 3232.0 	 torch.Size([1, 4096]) 	 my_Linear 	 1.1382737113985186e-10
#	 3121.0 	 torch.Size([1, 4096]) 	 my_ReLU 	 1.1382737113985186e-10
#	 3121.0 	 torch.Size([1, 4096]) 	 my_Linear 	 1.8739425566849377e-09
#	 -16091.0 	 torch.Size([1, 512, 7, 7]) 	 my_AvgPool2d 	 -8.432692055748703e-08
#	 -16091.0 	 torch.Size([1, 512, 7, 7]) 	 my_MaxPool2d 	 -8.432692055748703e-08
#	 -64353.0 	 torch.Size([1, 512, 14, 14]) 	 my_ReLU 	 -8.432692055748703e-08
#	 -64353.0 	 torch.Size([1, 512, 14, 14]) 	 my_Conv2d 	 -8.432692055748703e-08
#	 100205.0 	 torch.Size([1, 512, 14, 14]) 	 my_ReLU 	 -8.432692055748703e-08
#	 100205.0 	 torch.Size([1, 512, 14, 14]) 	 my_Conv2d 	 1.0211143717242521e-06
#	 -52565.0 	 torch.Size([1, 512, 14, 14]) 	 my_ReLU 	 1.0211143717242521e-06
#	 -52565.0 	 torch.Size([1, 512, 14, 14]) 	 my_Conv2d 	 -4.083094154339051e-06
#	 -47077.0 	 torch.Size([1, 512, 14, 14]) 	 my_MaxPool2d 	 -1.2913112186652143e-05
#	 -188290.0 	 torch.Size([1, 512, 28, 28]) 	 my_ReLU 	 -1.2913112186652143e-05
#	 -188290.0 	 torch.Size([1, 512, 28, 28]) 	 my_Conv2d 	 -1.2913112186652143e-05
#	 -294913.0 	 torch.Size([1, 512, 28, 28]) 	 my_ReLU 	 -1.2913112186652143e-05
#	 -294913.0 	 torch.Size([1, 512, 28, 28]) 	 my_Conv2d 	 -0.00037735956721007824
#	 -290964.0 	 torch.Size([1, 512, 28, 28]) 	 my_ReLU 	 -0.00037735956721007824
#	 -290964.0 	 torch.Size([1, 512, 28, 28]) 	 my_Conv2d 	 -0.003871000139042735
#	 -94964.0 	 torch.Size([1, 256, 28, 28]) 	 my_MaxPool2d 	 -0.008375664241611958
#	 -379880.0 	 torch.Size([1, 256, 56, 56]) 	 my_ReLU 	 -0.008375664241611958
#	 -379880.0 	 torch.Size([1, 256, 56, 56]) 	 my_Conv2d 	 -0.008375664241611958
#	 -768744.0 	 torch.Size([1, 256, 56, 56]) 	 my_ReLU 	 -0.008375664241611958
#	 -768744.0 	 torch.Size([1, 256, 56, 56]) 	 my_Conv2d 	 -0.013885951600968838
#	 -627624.0 	 torch.Size([1, 256, 56, 56]) 	 my_ReLU 	 -0.013885951600968838
#	 -627624.0 	 torch.Size([1, 256, 56, 56]) 	 my_Conv2d 	 -0.03606143221259117
#	 -226216.0 	 torch.Size([1, 128, 56, 56]) 	 my_MaxPool2d 	 -0.06178987771272659
#	 -904911.0 	 torch.Size([1, 128, 112, 112]) 	 my_ReLU 	 -0.06178987771272659
#	 -904911.0 	 torch.Size([1, 128, 112, 112]) 	 my_Conv2d 	 -0.06178987771272659
#	 -616398.0 	 torch.Size([1, 128, 112, 112]) 	 my_ReLU 	 -0.06178987771272659
#	 -616398.0 	 torch.Size([1, 128, 112, 112]) 	 my_Conv2d 	 -0.1951635479927063
#	 566220.0 	 torch.Size([1, 64, 112, 112]) 	 my_MaxPool2d 	 0.6116346716880798
#	 2264760.0 	 torch.Size([1, 64, 224, 224]) 	 my_ReLU 	 0.6116346716880798
#	 2264760.0 	 torch.Size([1, 64, 224, 224]) 	 my_Conv2d 	 0.6116346716880798
#	 -1712825.0 	 torch.Size([1, 64, 224, 224]) 	 my_ReLU 	 0.6116346716880798
#	 -1712825.0 	 torch.Size([1, 64, 224, 224]) 	 my_Conv2d 	 -1.167447566986084
#	 6840.0 	 torch.Size([1, 3, 224, 224]) 	 Input 	 1.5810428857803345
5.690732173685431e-12 p,376,3382,3382,1669,1669,23734,23734,94928,94928,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
5.540388026831211e-12 p,376,2582,2582,-1631,-1631,22698,22698,90784,90784,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
5.4929381355928175e-12 p,376,3670,3670,3632,3632,16034,16034,64128,64128,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
5.460137984109048e-12 p,376,56,56,-3959,-3959,-16091,-16091,-64353,-64353,100205,100205,-52565,-52565,-47077,-188290,-188290,-294913,-294913,-290964,-290964,-94964,-379880,-379880,-768744,-768744,-627624,-627624,-226216,-904911,-904911,-616398,-616398,566220,2264760,2264760,-1712825,-1712825,6840
5.409518753080045e-12 p,376,638,638,826,826,4428,4428,17704,17704,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
5.303824653773992e-12 p,376,467,467,-3323,-3323,-24813,-24813,-99241,-99241,100205,100205,-52565,-52565,-47077,-188290,-188290,-294913,-294913,-290964,-290964,-94964,-379880,-379880,-768744,-768744,-627624,-627624,-226216,-904911,-904911,-616398,-616398,566220,2264760,2264760,-1712825,-1712825,6840
5.196061029361099e-12 p,376,2986,2986,3632,3632,16034,16034,64128,64128,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
5.175174525029469e-12 p,376,3380,3380,1663,1663,-24813,-24813,-99241,-99241,100205,100205,-52565,-52565,-47077,-188290,-188290,-294913,-294913,-290964,-290964,-94964,-379880,-379880,-768744,-768744,-627624,-627624,-226216,-904911,-904911,-616398,-616398,566220,2264760,2264760,-1712825,-1712825,6840
5.169331976362379e-12 p,376,538,538,-1631,-1631,22698,22698,90784,90784,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
5.0107305457625095e-12 p,376,3059,3059,2650,2650,23734,23734,94928,94928,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
4.988189548915667e-12 p,376,-2523,-2523,-9,-9,-1580,-1580,-6309,-6309,100205,100205,-52565,-52565,-47077,-188290,-188290,-294913,-294913,-290964,-290964,-94964,-379880,-379880,-768744,-768744,-627624,-627624,-226216,-904911,-904911,-616398,-616398,566220,2264760,2264760,-1712825,-1712825,6840
4.9858329270735524e-12 p,376,1273,1273,1133,1133,-22699,-22699,-90785,-90785,100205,100205,-52565,-52565,-47077,-188290,-188290,-294913,-294913,-290964,-290964,-94964,-379880,-379880,-768744,-768744,-627624,-627624,-226216,-904911,-904911,-616398,-616398,566220,2264760,2264760,-1712825,-1712825,6840
4.98413072966275e-12 p,376,1522,1522,-855,-855,-1195,-1195,-4769,-4769,100205,100205,-52565,-52565,-47077,-188290,-188290,-294913,-294913,-290964,-290964,-94964,-379880,-379880,-768744,-768744,-627624,-627624,-226216,-904911,-904911,-616398,-616398,566220,2264760,2264760,-1712825,-1712825,6840
4.932222165410227e-12 p,376,2668,2668,-2901,-2901,16090,16090,64352,64352,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
4.88861555403286e-12 p,376,195,195,2558,2558,17700,17700,70792,70792,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
4.87672359092417e-12 p,376,2528,2528,1696,1696,-16091,-16091,-64353,-64353,100205,100205,-52565,-52565,-47077,-188290,-188290,-294913,-294913,-290964,-290964,-94964,-379880,-379880,-768744,-768744,-627624,-627624,-226216,-904911,-904911,-616398,-616398,566220,2264760,2264760,-1712825,-1712825,6840
4.821564588558536e-12 p,376,188,188,-3161,-3161,16090,16090,64352,64352,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
4.8159744421572e-12 p,376,1507,1507,2480,2480,-22699,-22699,-90785,-90785,100205,100205,-52565,-52565,-47077,-188290,-188290,-294913,-294913,-290964,-290964,-94964,-379880,-379880,-768744,-768744,-627624,-627624,-226216,-904911,-904911,-616398,-616398,566220,2264760,2264760,-1712825,-1712825,6840
4.808132191003178e-12 p,376,2350,2350,3322,3322,24812,24812,99240,99240,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
4.790489185890756e-12 p,376,2062,2062,933,933,-4429,-4429,-17705,-17705,100205,100205,-52565,-52565,-47077,-188290,-188290,-294913,-294913,-290964,-290964,-94964,-379880,-379880,-768744,-768744,-627624,-627624,-226216,-904911,-904911,-616398,-616398,566220,2264760,2264760,-1712825,-1712825,6840
4.773889183268265e-12 p,376,2892,2892,-2264,-2264,-1580,-1580,-6309,-6309,100205,100205,-52565,-52565,-47077,-188290,-188290,-294913,-294913,-290964,-290964,-94964,-379880,-379880,-768744,-768744,-627624,-627624,-226216,-904911,-904911,-616398,-616398,566220,2264760,2264760,-1712825,-1712825,6840
4.767763874674591e-12 p,376,-2562,-2562,-1631,-1631,22698,22698,90784,90784,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
4.755429990760396e-12 p,376,2087,2087,3632,3632,16034,16034,64128,64128,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
4.755134654088611e-12 p,376,2189,2189,-1680,-1680,22698,22698,90784,90784,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
4.737384963482416e-12 p,376,3657,3657,1715,1715,24812,24812,99240,99240,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
4.7053424524767795e-12 p,376,2760,2760,-1124,-1124,-1195,-1195,-4769,-4769,100205,100205,-52565,-52565,-47077,-188290,-188290,-294913,-294913,-290964,-290964,-94964,-379880,-379880,-768744,-768744,-627624,-627624,-226216,-904911,-904911,-616398,-616398,566220,2264760,2264760,-1712825,-1712825,6840
4.6906068439100945e-12 p,376,1314,1314,4017,4017,-23735,-23735,-94929,-94929,100205,100205,-52565,-52565,-47077,-188290,-188290,-294913,-294913,-290964,-290964,-94964,-379880,-379880,-768744,-768744,-627624,-627624,-226216,-904911,-904911,-616398,-616398,566220,2264760,2264760,-1712825,-1712825,6840
4.661637395542151e-12 p,376,3374,3374,3529,3529,21137,21137,84540,84540,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
4.64238543440576e-12 p,376,3780,3780,1208,1208,1579,1579,6308,6308,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
4.633426455014078e-12 p,376,2573,2573,3322,3322,24812,24812,99240,99240,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
4.62773829673635e-12 p,376,3442,3442,-1631,-1631,22698,22698,90784,90784,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
4.622221876082744e-12 p,376,2882,2882,21,21,-16091,-16091,-64353,-64353,100205,100205,-52565,-52565,-47077,-188290,-188290,-294913,-294913,-290964,-290964,-94964,-379880,-379880,-768744,-768744,-627624,-627624,-226216,-904911,-904911,-616398,-616398,566220,2264760,2264760,-1712825,-1712825,6840
4.5974695404849e-12 p,376,3236,3236,-2507,-2507,-24813,-24813,-99241,-99241,100205,100205,-52565,-52565,-47077,-188290,-188290,-294913,-294913,-290964,-290964,-94964,-379880,-379880,-768744,-768744,-627624,-627624,-226216,-904911,-904911,-616398,-616398,566220,2264760,2264760,-1712825,-1712825,6840
4.564606938955995e-12 p,376,2009,2009,3322,3322,24812,24812,99240,99240,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
4.535400700833581e-12 p,376,2479,2479,1679,1679,-22699,-22699,-90785,-90785,100205,100205,-52565,-52565,-47077,-188290,-188290,-294913,-294913,-290964,-290964,-94964,-379880,-379880,-768744,-768744,-627624,-627624,-226216,-904911,-904911,-616398,-616398,566220,2264760,2264760,-1712825,-1712825,6840
4.522233715970048e-12 p,376,1863,1863,-1631,-1631,22698,22698,90784,90784,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
4.518223902655327e-12 p,376,1313,1313,1736,1736,16139,16139,64548,64548,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
4.507070064385665e-12 p,376,4008,4008,4017,4017,-23735,-23735,-94929,-94929,100205,100205,-52565,-52565,-47077,-188290,-188290,-294913,-294913,-290964,-290964,-94964,-379880,-379880,-768744,-768744,-627624,-627624,-226216,-904911,-904911,-616398,-616398,566220,2264760,2264760,-1712825,-1712825,6840
4.493108142489266e-12 p,376,3137,3137,1566,1566,24812,24812,99240,99240,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
4.483838647595384e-12 p,376,280,280,3961,3961,-1580,-1580,-6309,-6309,100205,100205,-52565,-52565,-47077,-188290,-188290,-294913,-294913,-290964,-290964,-94964,-379880,-379880,-768744,-768744,-627624,-627624,-226216,-904911,-904911,-616398,-616398,566220,2264760,2264760,-1712825,-1712825,6840
4.453548207300484e-12 p,376,3266,3266,-1012,-1012,-14663,-14663,-58641,-58641,100205,100205,-52565,-52565,-47077,-188290,-188290,-294913,-294913,-290964,-290964,-94964,-379880,-379880,-768744,-768744,-627624,-627624,-226216,-904911,-904911,-616398,-616398,566220,2264760,2264760,-1712825,-1712825,6840
4.4165513260474576e-12 p,376,1062,1062,-3323,-3323,-24813,-24813,-99241,-99241,100205,100205,-52565,-52565,-47077,-188290,-188290,-294913,-294913,-290964,-290964,-94964,-379880,-379880,-768744,-768744,-627624,-627624,-226216,-904911,-904911,-616398,-616398,566220,2264760,2264760,-1712825,-1712825,6840
4.410917811559223e-12 p,376,1663,1663,-2297,-2297,4428,4428,17704,17704,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
4.3579879288602186e-12 p,376,2357,2357,1696,1696,-16091,-16091,-64353,-64353,100205,100205,-52565,-52565,-47077,-188290,-188290,-294913,-294913,-290964,-290964,-94964,-379880,-379880,-768744,-768744,-627624,-627624,-226216,-904911,-904911,-616398,-616398,566220,2264760,2264760,-1712825,-1712825,6840
4.356971380903296e-12 p,376,803,803,-1631,-1631,22698,22698,90784,90784,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
4.302834564345881e-12 p,376,694,694,2558,2558,17700,17700,70792,70792,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
4.291708481651835e-12 p,376,2096,2096,-3282,-3282,17700,17700,70792,70792,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
4.285571463674698e-12 p,376,2092,2092,2735,2735,24812,24812,99240,99240,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
4.275918594892625e-12 p,376,3066,3066,-855,-855,-1195,-1195,-4769,-4769,100205,100205,-52565,-52565,-47077,-188290,-188290,-294913,-294913,-290964,-290964,-94964,-379880,-379880,-768744,-768744,-627624,-627624,-226216,-904911,-904911,-616398,-616398,566220,2264760,2264760,-1712825,-1712825,6840
4.265263923303175e-12 p,376,3318,3318,-1314,-1314,14662,14662,58640,58640,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
4.2573908808074545e-12 p,376,1880,1880,1017,1017,-4429,-4429,-17705,-17705,100205,100205,-52565,-52565,-47077,-188290,-188290,-294913,-294913,-290964,-290964,-94964,-379880,-379880,-768744,-768744,-627624,-627624,-226216,-904911,-904911,-616398,-616398,566220,2264760,2264760,-1712825,-1712825,6840
4.2033902400429035e-12 p,376,3337,3337,2480,2480,-22699,-22699,-90785,-90785,100205,100205,-52565,-52565,-47077,-188290,-188290,-294913,-294913,-290964,-290964,-94964,-379880,-379880,-768744,-768744,-627624,-627624,-226216,-904911,-904911,-616398,-616398,566220,2264760,2264760,-1712825,-1712825,6840
4.201009765752994e-12 p,376,723,723,1771,1771,24812,24812,99240,99240,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
4.199262031850948e-12 p,376,2486,2486,3632,3632,16034,16034,64128,64128,-100206,-100206,52564,52564,47076,188289,188289,294912,294912,290963,290963,94963,379879,379879,768743,768743,627623,627623,226215,904910,904910,616397,616397,-453325,-1813178,-1813178,-1712826,-1712826,6841
